Team_Name,Uploaded_Date,Format_Name,Category_Name,Element_Name,Percentage_Time,Poss_Per_Game,Points,PPP,Rank,Rating,FG_miss,FG_Made,FGA,FG,Adjusted_FG,Percent_Turnover,Percent_FT,Percent_Shooting_Foul,Percent_Score
Aurora University,2019-2-12,Offensive,Shot Attempt - Half Court,Jump Shots,52.6%,26.9,27.4,1.021,82%,Very Good,17.2,9.7,26.9,36.2%,51%,0%,0.1%,0.1%,"36.2%
"
Aurora University,2019-2-12,Offensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,2.7%,1.4,1.2,0.886,87%,Excellent,1,0.4,1.4,31.4%,44.3%,0%,0%,0%,"31.4%
"
Aurora University,2019-2-12,Offensive,Shot Attempt - Half Court,Runner,3.9%,2,1.5,0.76,56%,Good,1.2,0.8,2,38%,38%,0%,2%,2%,"38%
"
Aurora University,2019-2-12,Offensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0.3%,0.2,0.1,0.5,-,-,0.1,<0.1,0.2,25%,25%,0%,0%,0%,"25%
"
Aurora University,2019-2-12,Offensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),37.9%,19.4,23.4,1.206,85%,Excellent,8.1,11.3,19.4,58.4%,58.4%,0%,5.4%,5.4%,"58.4%
"
Aurora University,2019-2-12,Offensive,Shot Attempt - Half Court,Post-Ups,5.6%,2.8,2.3,0.817,20%,Below Average,1.7,1.1,2.8,39.4%,39.4%,0%,2.8%,2.8%,"39.4%
"
Aurora University,2019-2-12,Offensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0.2%,0.1,0,0,-,-,0.1,0,0.1,0%,0%,0%,0%,0%,"0%
"
Aurora University,2019-2-12,Offensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Aurora University,2019-2-12,Offensive,Catch and Shoot - Half Court,Catch and Shoot,37.7%,19.3,21.4,1.108,82%,Very Good,12,7.2,19.3,37.6%,55.3%,0%,0.2%,0.2%,"37.6%
"
Aurora University,2019-2-12,Offensive,Catch and Shoot - Half Court,Guarded,62.9%,12.1,12.3,1.017,69%,Very Good,8,4.2,12.1,34.3%,50.7%,0%,0.3%,0.3%,"34.3%
"
Aurora University,2019-2-12,Offensive,Catch and Shoot - Half Court,Unguarded,37.1%,7.2,9,1.263,89%,Excellent,4.1,3.1,7.2,43%,63.1%,0%,0%,0%,"43%
"
Aurora University,2019-2-12,Offensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,11.3%,5.8,4.9,0.841,71%,Very Good,3.8,2,5.8,34.5%,42.1%,0%,0%,0%,"34.5%
"
Aurora University,2019-2-12,Offensive,Jump Shot Range - half court,Short (<17'),10.1%,2.7,1.7,0.618,14%,Poor,1.9,0.8,2.7,30.9%,30.9%,0%,0%,0%,"30.9%
"
Aurora University,2019-2-12,Offensive,Jump Shot Range - half court,Medium (17' to <3 point line),11.3%,3,1.8,0.605,26%,Below Average,2.1,0.9,3,30.3%,30.3%,0%,0%,0%,"30.3%
"
Aurora University,2019-2-12,Offensive,Jump Shot Range - half court,Long (3 point jump shots),78.6%,21.1,23.9,1.133,91%,Excellent,13.2,8,21.1,37.7%,56.5%,0%,0.2%,0.2%,"37.7%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Overall Defense,Overall,100%,80.1,75.3,0.94,16%,Below Average,34.5,27.6,62.1,44.4%,49.6%,12.2%,12.9%,9.4%,"43.6%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Overall Defense,Transition,15.8%,12.7,13.6,1.076,11%,Poor,4.7,4.9,9.5,51.2%,57.7%,12.2%,14.9%,13.7%,"49.8%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Overall Defense,Overall Half Court,84.2%,67.4,61.7,0.914,17%,Below Average,29.8,22.7,52.5,43.2%,48.1%,12.3%,12.5%,8.6%,"42.4%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Overall Defense,Short Shot Clock <4 Seconds,3.3%,2.7,2,0.739,42%,Average,1.4,0.7,2.2,33.9%,40.2%,13%,5.8%,4.3%,"33.3%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Overall Defense,Out of Bounds (End),7.2%,4.9,5.8,1.181,1%,Poor,1.7,2,3.8,54.1%,60.2%,7.9%,17.3%,12.6%,"55.1%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Overall Defense,Out of Bounds (Side),3.3%,2.2,1.9,0.877,34%,Average,1,0.8,1.8,45.7%,47.8%,10.5%,8.8%,5.3%,"42.1%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Overall Defense,After Time Outs,12.2%,8.2,7.6,0.925,23%,Below Average,3.8,3.1,6.8,44.9%,48.9%,10.7%,7.9%,7%,"43.5%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Overall Defense,Man Defense,99.9%,67.4,61.5,0.913,17%,Below Average,29.8,22.7,52.5,43.2%,48.1%,12.3%,12.4%,8.6%,"42.4%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Overall Defense,Zone Defense,0.1%,<0.1,0.1,3,-,-,0,<0.1,<0.1,100%,100%,0%,100%,100%,"100%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Overall Defense,Press Defense,1.1%,0.7,0.6,0.842,52%,Good,0.2,0.1,0.3,33.3%,33.3%,15.8%,36.8%,0%,"52.6%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Play Types,Spot Up,20.8%,16.7,16.3,0.977,19%,Below Average,9,5.8,14.8,39.2%,50.1%,6.2%,6.9%,5.5%,"39.6%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Play Types,Transition,15.8%,12.7,13.6,1.076,11%,Poor,4.7,4.9,9.5,51.2%,57.7%,12.2%,14.9%,13.7%,"49.8%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Play Types,Post-Up,13.2%,10.6,9.8,0.931,21%,Below Average,4.3,3.9,8.2,47.7%,47.7%,9.5%,13.8%,8.7%,"48%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Play Types,P&R Ball Handler,12.7%,10.2,7.4,0.731,65%,Very Good,4.8,2.9,7.7,37.3%,40.5%,17.8%,8.3%,6.4%,"34.5%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Play Types,Cut,6.8%,5.4,7,1.291,5%,Poor,1.4,3.1,4.5,69%,69%,9.2%,17%,16.3%,"64.5%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Play Types,Off Screen,6.6%,5.3,5.3,0.993,22%,Below Average,2.6,1.8,4.4,40.4%,49.1%,8.7%,13%,10.9%,"40.6%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Play Types,Isolation,5.4%,4.3,3.8,0.885,19%,Below Average,2.2,1.4,3.6,38.3%,42.6%,8%,10.6%,9.7%,"40.7%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Play Types,Offensive Rebounds (put backs),4.8%,3.8,4.2,1.091,38%,Average,1.3,1.7,3,55.1%,55.1%,10.1%,17.2%,14.1%,"54.5%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Play Types,P&R Roll Man,4.6%,3.7,3.5,0.968,53%,Good,1.7,1.3,2.9,43.4%,46.7%,4.2%,18.9%,15.8%,"48.4%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Play Types,Hand Off,3.9%,3.2,1.7,0.537,96%,Excellent,2,0.6,2.7,23.2%,26.1%,9.8%,6.1%,4.9%,"24.4%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Play Types,Miscellaneous,5.4%,4.3,2.6,0.598,11%,Poor,0.4,0.3,0.7,42.1%,44.7%,52.7%,31.3%,3.6%,"32.1%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Offense Including Passes,Isolations Including Passes,6.4%,5.1,4.4,0.865,39%,Average,2.6,1.6,4.2,38.2%,43.2%,9.8%,9%,8.3%,"39.1%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Offense Including Passes,Pick and Rolls Including Passes,24.8%,19.9,17.2,0.865,44%,Average,9.5,6.5,16,40.4%,46%,11.4%,10.8%,8.7%,"40%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Offense Including Passes,Post-Ups Including Passes,16.3%,13,12.8,0.982,20%,Below Average,5.4,5,10.5,48.2%,50.6%,8.6%,12.4%,8%,"48.4%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,During Pass Out Situations,ISO - Defense Commits,1%,0.8,0.6,0.75,83%,Excellent,0.4,0.2,0.6,37.5%,46.9%,20%,0%,0%,"30%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,During Pass Out Situations,P&R BH - Defense Commits,14.1%,11.3,9.9,0.878,29%,Below Average,4.7,3.6,8.3,43.3%,51.2%,17.3%,12.2%,9.5%,"40.1%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,During Pass Out Situations,Post-Up - Defense Commits,3.1%,2.5,3,1.203,20%,Below Average,1.1,1.1,2.2,50%,61.2%,4.7%,6.3%,4.7%,"50%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,During Trapping Situations,P&R BH - Traps,0.4%,0.3,0.3,0.875,-,-,<0.1,0.1,0.1,66.7%,100%,50%,12.5%,0%,"37.5%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,During Trapping Situations,Post-Up - Hard Double,1.3%,1.1,1.2,1.143,13%,Poor,0.4,0.4,0.8,50%,65%,14.3%,14.3%,10.7%,"50%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Shot Attempt - Half Court,Jump Shots,47.1%,24.7,21.2,0.855,89%,Excellent,16.8,7.9,24.7,32%,42.5%,0%,0.5%,0.5%,"32%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,2.5%,1.3,1,0.794,25%,Below Average,0.9,0.4,1.3,29.4%,39.7%,0%,0%,0%,"29.4%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Shot Attempt - Half Court,Runner,4.6%,2.4,2.1,0.857,18%,Below Average,1.4,1,2.4,41.3%,41.3%,0%,4.8%,4.8%,"41.3%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0.1%,0.1,0.1,1,-,-,<0.1,<0.1,0.1,50%,50%,0%,0%,0%,"50%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),32.7%,17.2,20.7,1.206,16%,Below Average,7.3,9.8,17.2,57.4%,57.4%,0%,8.5%,8.5%,"57.4%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Shot Attempt - Half Court,Post-Ups,15.7%,8.2,7.9,0.963,55%,Good,4.3,3.9,8.2,47.7%,47.7%,0%,1.4%,1.4%,"47.7%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0.4%,0.2,0.3,1.333,-,-,0.1,0.2,0.2,66.7%,66.7%,0%,0%,0%,"66.7%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Catch and Shoot - Half Court,Catch and Shoot,26.9%,14.2,13.5,0.954,80%,Very Good,9.5,4.7,14.2,33.2%,47.6%,0%,0.3%,0.3%,"33.2%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Catch and Shoot - Half Court,Guarded,64.9%,9.2,8.9,0.971,48%,Average,6,3.2,9.2,34.3%,48.3%,0%,0.4%,0.4%,"34.3%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Catch and Shoot - Half Court,Unguarded,35.1%,5,4.6,0.922,93%,Excellent,3.4,1.5,5,31%,46.1%,0%,0%,0%,"31%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,16.5%,8.7,6.2,0.712,79%,Very Good,6,2.7,8.7,31%,35.2%,0%,0.9%,0.9%,"31%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Jump Shot Range - half court,Short (<17'),15.7%,3.9,3.2,0.832,25%,Below Average,2.3,1.6,3.9,40.6%,40.6%,0%,2%,2%,"40.6%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Jump Shot Range - half court,Medium (17' to <3 point line),14.6%,3.6,2.3,0.638,69%,Very Good,2.5,1.2,3.6,31.9%,31.9%,0%,0%,0%,"31.9%
"
Edgewood College (WI) Eagles,2019-2-12,Defensive,Jump Shot Range - half court,Long (3 point jump shots),69.7%,17.2,15.6,0.906,90%,Excellent,12,5.2,17.2,30.1%,45.2%,0%,0.2%,0.2%,"30.1%
"
Aurora University,2019-2-12,Defensive,Overall Defense,Overall,100%,85.1,80.9,0.951,11%,Poor,32.8,28.6,61.4,46.5%,54.3%,17.6%,11.8%,7.4%,"42.6%
"
Aurora University,2019-2-12,Defensive,Overall Defense,Transition,19.4%,16.5,17.8,1.077,10%,Poor,5.5,6.4,12,53.8%,62%,16.9%,12.8%,8.7%,"48.9%
"
Aurora University,2019-2-12,Defensive,Overall Defense,Overall Half Court,80.6%,68.6,63.1,0.92,15%,Below Average,27.3,22.2,49.5,44.8%,52.5%,17.7%,11.6%,7.1%,"41.1%
"
Aurora University,2019-2-12,Defensive,Overall Defense,Short Shot Clock <4 Seconds,3.1%,2.6,1.9,0.738,42%,Average,1.5,0.7,2.2,32.7%,40%,9.2%,6.2%,4.6%,"32.3%
"
Aurora University,2019-2-12,Defensive,Overall Defense,Out of Bounds (End),8.6%,5.9,6.6,1.129,1%,Poor,2.4,2.5,4.8,51.2%,59.5%,10.2%,8.2%,6.8%,"49.7%
"
Aurora University,2019-2-12,Defensive,Overall Defense,Out of Bounds (Side),3.6%,2.5,1.9,0.774,61%,Good,1.3,0.7,2,34.7%,41.8%,14.5%,8.1%,4.8%,"33.9%
"
Aurora University,2019-2-12,Defensive,Overall Defense,After Time Outs,13%,8.9,8.2,0.915,26%,Below Average,3.8,2.9,6.7,43.7%,50.6%,15.2%,11.7%,5.8%,"41.7%
"
Aurora University,2019-2-12,Defensive,Overall Defense,Man Defense,93.9%,64.4,59.1,0.919,15%,Below Average,25.6,20.8,46.4,44.7%,52.2%,17.7%,11.7%,7%,"41.2%
"
Aurora University,2019-2-12,Defensive,Overall Defense,Zone Defense,6.1%,4.2,4,0.943,38%,Average,1.7,1.4,3.1,45.5%,55.8%,18.1%,8.6%,7.6%,"40%
"
Aurora University,2019-2-12,Defensive,Overall Defense,Press Defense,12.3%,8.4,7.9,0.943,26%,Below Average,2.6,2.4,5,47.2%,58.4%,25.2%,16.7%,5.2%,"41.9%
"
Aurora University,2019-2-12,Defensive,Play Types,Spot Up,23.6%,20,20.7,1.032,6%,Poor,10.4,7.3,17.7,41.2%,54.9%,7.8%,4.8%,3.8%,"39.3%
"
Aurora University,2019-2-12,Defensive,Play Types,Transition,19.4%,16.5,17.8,1.077,10%,Poor,5.5,6.4,12,53.8%,62%,16.9%,12.8%,8.7%,"48.9%
"
Aurora University,2019-2-12,Defensive,Play Types,Post-Up,9.4%,8,6.4,0.805,64%,Good,2.8,2.5,5.2,47.3%,47.3%,22%,15.5%,11%,"41%
"
Aurora University,2019-2-12,Defensive,Play Types,P&R Ball Handler,9.4%,8,7,0.874,16%,Below Average,3.4,2.6,6,42.7%,48.7%,16.1%,10.1%,7%,"40.2%
"
Aurora University,2019-2-12,Defensive,Play Types,Cut,7.1%,6,6.9,1.153,30%,Below Average,1.5,2.8,4.3,65.7%,65.7%,16.7%,14%,12.7%,"58%
"
Aurora University,2019-2-12,Defensive,Play Types,Off Screen,7%,5.9,5.9,0.993,22%,Below Average,3,2,5,40.8%,51.2%,10.1%,6.1%,5.4%,"39.9%
"
Aurora University,2019-2-12,Defensive,Play Types,Isolation,5.2%,4.4,3.9,0.891,17%,Below Average,1.6,1.4,3,45.9%,52%,18.2%,16.4%,13.6%,"44.5%
"
Aurora University,2019-2-12,Defensive,Play Types,Offensive Rebounds (put backs),5.2%,4.4,4.6,1.036,57%,Good,1.5,1.7,3.2,53.1%,53.1%,10.9%,18.2%,16.4%,"53.6%
"
Aurora University,2019-2-12,Defensive,Play Types,P&R Roll Man,3%,2.6,2.3,0.906,67%,Very Good,1.3,0.9,2.2,40%,48.2%,7.8%,6.3%,3.1%,"39.1%
"
Aurora University,2019-2-12,Defensive,Play Types,Hand Off,2.9%,2.4,1.7,0.689,82%,Very Good,1.3,0.6,2,32.7%,37.8%,16.4%,6.6%,4.9%,"29.5%
"
Aurora University,2019-2-12,Defensive,Play Types,Miscellaneous,8%,6.8,3.7,0.544,23%,Below Average,0.5,0.4,0.9,40.9%,45.5%,59.6%,27.5%,0.6%,"28.7%
"
Aurora University,2019-2-12,Defensive,Offense Including Passes,Isolations Including Passes,6.7%,5.7,5.5,0.972,11%,Poor,2,2,4,49%,58.5%,16.9%,14.1%,11.3%,"45.1%
"
Aurora University,2019-2-12,Defensive,Offense Including Passes,Pick and Rolls Including Passes,16.4%,13.9,12.7,0.914,23%,Below Average,6.3,4.7,11,42.8%,50.4%,13.5%,8.3%,5.7%,"40.2%
"
Aurora University,2019-2-12,Defensive,Offense Including Passes,Post-Ups Including Passes,13.9%,11.8,10.8,0.909,41%,Average,4.5,4,8.5,47.4%,52.6%,17.9%,12.2%,9.1%,"42.6%
"
Aurora University,2019-2-12,Defensive,During Pass Out Situations,ISO - Defense Commits,1.5%,1.3,1.6,1.25,10%,Poor,0.4,0.6,1,57.7%,76.9%,12.5%,6.3%,3.1%,"46.9%
"
Aurora University,2019-2-12,Defensive,During Pass Out Situations,P&R BH - Defense Commits,8.4%,7.1,6,0.837,42%,Average,2.9,2.2,5,42.9%,52.4%,22.5%,7.3%,3.4%,"35.4%
"
Aurora University,2019-2-12,Defensive,During Pass Out Situations,Post-Up - Defense Commits,4.5%,3.8,4.3,1.125,31%,Average,1.7,1.6,3.3,47.6%,61%,9.4%,5.2%,5.2%,"45.8%
"
Aurora University,2019-2-12,Defensive,During Trapping Situations,P&R BH - Traps,<1%,<0.1,0.1,2,-,-,0,<0.1,<0.1,100%,100%,0%,0%,0%,"100%
"
Aurora University,2019-2-12,Defensive,During Trapping Situations,Post-Up - Hard Double,3.9%,3.3,2.5,0.768,61%,Good,1.2,0.9,2.1,44.2%,51%,26.8%,9.8%,8.5%,"36.6%
"
Aurora University,2019-2-12,Defensive,Shot Attempt - Half Court,Jump Shots,60.3%,29.8,30.8,1.032,11%,Poor,18.3,11.6,29.8,38.7%,51.5%,0%,0.3%,0.3%,"38.7%
"
Aurora University,2019-2-12,Defensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,3.2%,1.6,1.4,0.85,18%,Below Average,1.1,0.5,1.6,32.5%,42.5%,0%,0%,0%,"32.5%
"
Aurora University,2019-2-12,Defensive,Shot Attempt - Half Court,Runner,4.4%,2.2,1.8,0.833,22%,Below Average,1.3,0.9,2.2,40.7%,40.7%,0%,3.7%,3.7%,"40.7%
"
Aurora University,2019-2-12,Defensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0.2%,0.1,0.1,0.667,-,-,0.1,<0.1,0.1,33.3%,33.3%,0%,0%,0%,"33.3%
"
Aurora University,2019-2-12,Defensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),24.7%,12.2,15,1.225,13%,Poor,5,7.2,12.2,59.2%,59.2%,0%,4.9%,4.9%,"59.2%
"
Aurora University,2019-2-12,Defensive,Shot Attempt - Half Court,Post-Ups,10.6%,5.2,5.2,0.985,47%,Average,2.8,2.5,5.2,47.3%,47.3%,0%,4.6%,4.6%,"47.3%
"
Aurora University,2019-2-12,Defensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0.5%,0.2,0.2,0.667,-,-,0.2,0.1,0.2,33.3%,33.3%,0%,0%,0%,"33.3%
"
Aurora University,2019-2-12,Defensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Aurora University,2019-2-12,Defensive,Catch and Shoot - Half Court,Catch and Shoot,37.5%,18.6,19.9,1.071,26%,Below Average,11.8,6.8,18.6,36.6%,53.6%,0%,0%,0%,"36.6%
"
Aurora University,2019-2-12,Defensive,Catch and Shoot - Half Court,Guarded,55.4%,10.3,10.1,0.981,45%,Average,6.8,3.4,10.3,33.5%,49%,0%,0%,0%,"33.5%
"
Aurora University,2019-2-12,Defensive,Catch and Shoot - Half Court,Unguarded,44.6%,8.3,9.8,1.184,23%,Below Average,4.9,3.4,8.3,40.6%,59.2%,0%,0%,0%,"40.6%
"
Aurora University,2019-2-12,Defensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,18.7%,9.2,8.8,0.957,4%,Poor,5.3,3.9,9.2,42.4%,47.4%,0%,0.9%,0.9%,"42.4%
"
Aurora University,2019-2-12,Defensive,Jump Shot Range - half court,Short (<17'),15.7%,4.7,4.7,1.009,1%,Poor,2.4,2.3,4.7,49.6%,49.6%,0%,1.7%,1.7%,"49.6%
"
Aurora University,2019-2-12,Defensive,Jump Shot Range - half court,Medium (17' to <3 point line),13.8%,4.1,3.3,0.796,24%,Below Average,2.5,1.6,4.1,39.8%,39.8%,0%,0%,0%,"39.8%
"
Aurora University,2019-2-12,Defensive,Jump Shot Range - half court,Long (3 point jump shots),70.5%,21,22.8,1.084,20%,Below Average,13.4,7.6,21,36.1%,54.2%,0%,0%,0%,"36.1%
"
Dominican (IL) Stars,2019-2-12,Defensive,Overall Defense,Overall,100%,86.7,84.3,0.972,7%,Poor,32.9,30.7,63.6,48.3%,53.8%,15.2%,14.4%,11%,"45.7%
"
Dominican (IL) Stars,2019-2-12,Defensive,Overall Defense,Transition,18.5%,16,16.2,1.01,37%,Average,6.1,5.8,11.9,49%,54.5%,14%,15.8%,14.5%,"47.5%
"
Dominican (IL) Stars,2019-2-12,Defensive,Overall Defense,Overall Half Court,81.5%,70.7,68.1,0.964,5%,Poor,26.8,24.8,51.6,48.1%,53.7%,15.4%,14%,10.2%,"45.3%
"
Dominican (IL) Stars,2019-2-12,Defensive,Overall Defense,Short Shot Clock <4 Seconds,3.6%,3.1,2.3,0.744,40%,Average,1.6,0.8,2.5,33.9%,37.9%,9%,14.1%,14.1%,"35.9%
"
Dominican (IL) Stars,2019-2-12,Defensive,Overall Defense,Out of Bounds (End),8%,5.7,5.6,0.979,11%,Poor,2.4,2.2,4.7,47.9%,53.8%,11.3%,9.9%,9.2%,"45.1%
"
Dominican (IL) Stars,2019-2-12,Defensive,Overall Defense,Out of Bounds (Side),4.2%,3,3,1.027,6%,Poor,1.2,1,2.2,46.3%,53.7%,10.8%,17.6%,12.2%,"47.3%
"
Dominican (IL) Stars,2019-2-12,Defensive,Overall Defense,After Time Outs,11.4%,8.1,8.6,1.059,1%,Poor,2.3,3,5.3,56.8%,62.1%,17.8%,18.3%,14.4%,"52.5%
"
Dominican (IL) Stars,2019-2-12,Defensive,Overall Defense,Man Defense,92.9%,65.7,62.9,0.957,6%,Poor,25,22.8,47.8,47.7%,53.1%,15.4%,14.4%,10.4%,"45.2%
"
Dominican (IL) Stars,2019-2-12,Defensive,Overall Defense,Zone Defense,7.1%,5,5.2,1.048,15%,Below Average,1.8,2,3.9,52.6%,60.8%,16%,9.6%,8%,"45.6%
"
Dominican (IL) Stars,2019-2-12,Defensive,Overall Defense,Press Defense,8%,5.7,5.7,1,19%,Below Average,1.6,1.8,3.4,53.6%,61.9%,23.2%,18.3%,8.5%,"47.2%
"
Dominican (IL) Stars,2019-2-12,Defensive,Play Types,Spot Up,19%,16.5,17,1.032,6%,Poor,8,6,14.1,42.9%,54.4%,7.5%,8.5%,7%,"42.7%
"
Dominican (IL) Stars,2019-2-12,Defensive,Play Types,Transition,18.5%,16,16.2,1.01,37%,Average,6.1,5.8,11.9,49%,54.5%,14%,15.8%,14.5%,"47.5%
"
Dominican (IL) Stars,2019-2-12,Defensive,Play Types,P&R Ball Handler,12.1%,10.5,9.3,0.889,13%,Poor,4.5,3.6,8,44.3%,48.3%,14.9%,11.1%,9.2%,"41.6%
"
Dominican (IL) Stars,2019-2-12,Defensive,Play Types,Cut,9.7%,8.4,10.2,1.214,16%,Below Average,2.2,4.1,6.3,65.6%,65.6%,12.4%,19%,17.6%,"61.4%
"
Dominican (IL) Stars,2019-2-12,Defensive,Play Types,Post-Up,9.4%,8.1,7.4,0.916,26%,Below Average,2.7,2.9,5.6,51.8%,51.8%,18.2%,15.3%,11.3%,"45.8%
"
Dominican (IL) Stars,2019-2-12,Defensive,Play Types,Offensive Rebounds (put backs),7%,6.1,6.3,1.039,56%,Good,2.3,2.4,4.7,51.7%,52.5%,7.2%,19.1%,15.1%,"53.9%
"
Dominican (IL) Stars,2019-2-12,Defensive,Play Types,Isolation,6%,5.2,4.7,0.915,14%,Poor,1.8,1.6,3.5,47.1%,50.6%,16.3%,17.8%,14%,"45.7%
"
Dominican (IL) Stars,2019-2-12,Defensive,Play Types,Off Screen,5.3%,4.6,4.3,0.939,34%,Average,2.4,1.4,3.8,37.9%,48.4%,8.7%,9.6%,9.6%,"40%
"
Dominican (IL) Stars,2019-2-12,Defensive,Play Types,Hand Off,3.3%,2.9,2.8,0.972,16%,Below Average,1.4,1,2.4,41.7%,49.2%,5.6%,15.3%,12.5%,"43.1%
"
Dominican (IL) Stars,2019-2-12,Defensive,Play Types,P&R Roll Man,2.5%,2.2,2.5,1.127,21%,Below Average,0.8,1,1.8,53.3%,63.3%,12.7%,5.5%,5.5%,"49.1%
"
Dominican (IL) Stars,2019-2-12,Defensive,Play Types,Miscellaneous,7.2%,6.3,3.5,0.561,17%,Below Average,0.7,0.7,1.4,51.4%,52.9%,55.4%,22.9%,1.9%,"30.6%
"
Dominican (IL) Stars,2019-2-12,Defensive,Offense Including Passes,Isolations Including Passes,7.8%,6.8,6.4,0.941,16%,Below Average,2.6,2.3,4.8,47.1%,51.2%,13.5%,17.1%,13.5%,"46.5%
"
Dominican (IL) Stars,2019-2-12,Defensive,Offense Including Passes,Pick and Rolls Including Passes,18.7%,16.2,15.6,0.96,11%,Poor,6.8,6,12.8,46.7%,52.7%,13.6%,9.6%,7.9%,"43.7%
"
Dominican (IL) Stars,2019-2-12,Defensive,Offense Including Passes,Post-Ups Including Passes,12.6%,11,11.1,1.011,13%,Poor,3.8,4.4,8.2,53.4%,56.1%,14.2%,13.5%,10.2%,"48.5%
"
Dominican (IL) Stars,2019-2-12,Defensive,During Pass Out Situations,ISO - Defense Commits,1.9%,1.6,1.7,1.024,40%,Average,0.7,0.6,1.4,47.1%,52.9%,4.9%,14.6%,12.2%,"48.8%
"
Dominican (IL) Stars,2019-2-12,Defensive,During Pass Out Situations,P&R BH - Defense Commits,8.1%,7,6.4,0.903,22%,Below Average,2.3,2.4,4.7,50.8%,60.2%,26.1%,7.4%,4.5%,"39.8%
"
Dominican (IL) Stars,2019-2-12,Defensive,During Pass Out Situations,Post-Up - Defense Commits,3.3%,2.8,3.6,1.282,13%,Poor,1.1,1.5,2.6,56.9%,65.4%,2.8%,8.5%,7%,"56.3%
"
Dominican (IL) Stars,2019-2-12,Defensive,During Trapping Situations,P&R BH - Traps,0.2%,0.2,0.2,1.25,-,-,<0.1,0.1,0.1,66.7%,83.3%,25%,0%,0%,"50%
"
Dominican (IL) Stars,2019-2-12,Defensive,During Trapping Situations,Post-Up - Hard Double,1.6%,1.4,1.5,1.088,16%,Below Average,0.5,0.5,1,52%,66%,17.6%,11.8%,5.9%,"44.1%
"
